-306.0,-92.98272,1.5
-306.0,-100.931335,1.5
-306.0,-111.49583,1.5
-306.0,-128.37755,1.5
-306.0,-144.0,1.5
-305.01498,-144.0,1.5
-298.55597,-144.0,1.5
-286.041,-144.0,1.5
-267.593,-144.0,1.5
-247.74796,-144.0,1.5
-222.54797,-144.0,1.5
-193.623,-144.0,1.5
-168.623,-134.13324,1.5
-143.573,-107.78819,1.5
-118.573006,-86.499954,1.5
-93.67302,-72.0,1.5
-72.848015,-74.08173,1.5
-43.64801,-82.84996,1.5
-18.623013,-95.78784,1.5
6.4269876,-113.76372,1.5
31.401987,-136.67456,1.5
56.426987,-144.0,1.5
81.47698,-144.0,1.5
102.251976,-144.0,1.5
131.40198,-144.0,1.5
156.45,-144.0,1.5
181.5,-144.0,1.5
206.49998,-144.0,1.5
231.57498,-144.0,1.5
252.34998,-144.0,1.5
281.49997,-144.0,1.5
306.525,-144.0,1.5
331.525,-144.0,1.5
356.475,-144.0,1.5
381.475,-144.0,1.5
402.37497,-144.0,1.5
431.49994,-144.0,1.5
456.4999,-134.26778,1.5
481.57492,-107.95804,1.5
506.52493,-86.75826,1.5
531.5999,-72.0,1.5
556.4999,-74.8934,1.5
577.37494,-81.143394,1.5
606.50006,-95.70395,1.5
631.525,-113.62146,1.5
656.4751,-136.4803,1.5
666.0,-144.0,1.5
666.0,-144.0,1.5
666.0,-138.96,1.5
666.0,-111.93306,1.5
662.49304,-89.83975,1.5
653.0751,-72.786156,1.5
637.6271,-51.64958,1.5
616.093,-26.161238,1.5
610.32404,-5.6946087,1.5
604.45905,7.5408354,1.5
589.42206,17.85888,1.5
569.97504,14.115435,1.5
545.4051,5.3184195,1.5
520.4551,-8.414939,1.5
503.837,-18.0,1.5
499.31302,-18.0,1.5
490.99704,-18.0,1.5
486.0,-18.0,1.5
486.0,-18.0,1.5
486.0,-18.0,1.5
485.505,9.92804,1.5
480.042,16.624332,1.5
468.57898,10.419893,1.5
451.03098,0.0,1.5
427.79196,-0.41365957,1.5
402.66696,-5.0401344,1.5
377.74197,-14.6043005,1.5
352.61697,-18.0,1.5
331.817,-18.0,1.5
306.94202,-18.0,1.5
277.71698,-18.0,1.5
252.76697,-18.0,1.5
227.74197,-18.0,1.5
202.79198,-18.0,1.5
177.71698,-18.0,1.5
156.69199,-18.0,1.5
131.717,-18.0,1.5
102.691986,-18.0,1.5
77.64199,-18.0,1.5
54.0,-18.0,1.5
54.0,-18.0,1.5
54.0,-18.0,1.5
54.0,-18.0,1.5
54.0,-18.0,1.5
54.0,-18.0,1.5
54.0,-3.1761155,1.5
50.509995,17.86552,1.5
41.052998,14.110871,1.5
25.552996,5.369171,1.5
3.9619951,0.00000044703484,1.5
-20.938005,-2.8937345,1.5
-45.888004,-10.792334,1.5
-71.01301,-18.0,1.5
-95.963005,-18.0,1.5
-121.013,-18.0,1.5
-141.73799,-18.0,1.5
-170.91298,-18.0,1.5
-195.88799,-18.0,1.5
-220.93799,-18.0,1.5
-245.86298,-18.0,1.5
-270.98798,-18.0,1.5
-295.91293,-18.0,1.5
-320.86295,-18.0,1.5
-324.0,-18.0,1.5
-324.0,-18.0,1.5
-324.0,-18.0,1.5
-324.0,-18.0,1.5
-323.023,-18.0,1.5
-318.05804,5.6028647,1.5
-304.13406,32.92606,1.5
-285.61407,53.349785,1.5
-270.0,80.45109,1.5
-269.00302,102.49095,1.5
-262.555,106.60102,1.5
-252.50998,101.707825,1.5
-235.08397,91.2813,1.5
-207.64595,89.17661,1.5
-182.64597,83.774445,1.5
-157.59596,73.346016,1.5
