-306.0,-91.71106,1.5
-306.0,-144.13123,1.5
-306.0,-144.13448,1.5
-305.00702,-129.58846,1.5
-298.55103,-104.18108,1.5
-286.03806,-83.7083,1.5
-267.61407,-68.31083,1.5
-243.56708,-57.857822,1.5
-222.61707,-52.971973,1.5
-197.81706,-51.720715,1.5
-172.59204,-55.50261,1.5
-143.69205,-66.087616,1.5
-118.66705,-80.65209,1.5
-93.64206,-90.14112,1.5
-68.54206,-92.940796,1.5
-43.542065,-100.87804,1.5
-18.642065,-113.751854,1.5
-0.00000047683716,-131.70924,1.5
0.0000002682209,-144.11552,1.5
0.00000023841858,-124.656624,1.5
-0.00000011920929,-100.08249,1.5
1.6649998,-80.42105,1.5
9.141,-65.79374,1.5
19.911,-57.46818,1.5
42.045,-51.597233,1.5
66.59599,-51.985603,1.5
91.07099,-57.350883,1.5
106.93124,-67.73601,1.5
115.369865,-83.170784,1.5
117.92466,-103.58098,1.5
114.72788,-128.97287,1.5
112.0124,-144.13284,1.5
112.93547,-133.33405,1.5
121.38318,-104.084015,1.5
133.04018,-83.62599,1.5
139.9248,-68.232414,1.5
145.86246,-57.814137,1.5
157.51671,-52.401134,1.5
167.94453,-51.713272,1.5
175.78133,-56.58327,1.5
179.132,-66.15253,1.5
182.64648,-78.05452,1.5
194.59459,-60.890903,1.5
208.11296,-40.760033,1.5
233.91325,-18.4819,1.5
258.91327,-4.7422647,1.5
283.9633,4.0251174,1.5
309.03827,7.775669,1.5
329.98828,7.031781,1.5
354.88824,1.6080183,1.5
375.57355,-10.986875,1.5
384.67505,-24.260674,1.5
392.49216,-36.057243,1.5
404.24316,-36.13778,1.5
418.80478,-36.06962,1.5
445.23114,-36.132847,1.5
466.40613,-36.162,1.5
495.3061,-12.620117,1.5
520.2811,11.067036,1.5
537.6522,27.234835,1.5
549.10004,41.61547,1.5
555.968,52.25612,1.5
556.94867,55.733776,1.5
553.0119,55.28336,1.5
548.8852,48.47561,1.5
549.7668,37.18687,1.5
556.7519,20.945053,1.5
569.67444,17.86878,1.5
585.1946,17.853794,1.5
608.789,17.86222,1.5
637.93896,14.112961,1.5
662.93896,5.366207,1.5
683.714,-5.7053127,1.5
712.91394,12.401342,1.5
737.8639,36.09005,1.5
762.96387,54.906616,1.5
783.7389,66.66936,1.5
812.8889,96.35092,1.5
837.694,119.36172,1.5
853.6475,137.19485,1.5
862.9703,150.12067,1.5
866.23596,158.0137,1.5
864.36194,160.79155,1.5
855.7599,158.84848,1.5
850.46277,151.72122,1.5
846.3018,139.66174,1.5
843.70245,125.75727,1.5
837.6556,100.448166,1.5
825.9031,73.35637,1.5
808.22687,91.28053,1.5
785.16705,114.198235,1.5
769.29803,132.16118,1.5
761.99164,143.21422,1.5
756.1869,152.96858,1.5
749.7772,155.72691,1.5
736.48157,154.46756,1.5
713.53955,146.70924,1.5
688.7907,134.63249,1.5
663.74066,117.51547,1.5
665.837,107.86716,1.5
665.833,127.05939,1.5
661.31195,151.7343,1.5
650.8899,171.23123,1.5
634.31995,185.86598,1.5
611.8579,195.42595,1.5
586.9329,199.99419,1.5
566.108,199.9991,1.5
540.90796,195.36205,1.5
516.033,185.80794,1.5
486.908,183.6839,1.5
461.83298,210.0168,1.5
436.80798,231.2552,1.5
411.88297,247.45828,1.5
386.93298,258.69925,1.5
361.88297,264.97418,1.5
336.88297,266.22806,1.5
311.90796,262.4926,1.5
290.83298,255.45412,1.5
261.90796,240.01866,1.5
236.85796,221.23843,1.5
211.88297,197.51817,1.5
191.05795,173.92422,1.5
179.001,161.86388,1.5
172.51,161.86055,1.5
159.99698,161.86055,1.5
145.03699,161.86388,1.5
117.60898,161.86716,1.5
92.60897,161.86055,1.5
71.70897,161.86552,1.5
42.633965,161.86716,1.5
17.583967,161.9155,1.5
-7.3660336,161.86055,1.5
-28.191034,161.86552,1.5
-57.49103,161.85036,1.5
-78.29103,161.86388,1.5
-107.466034,161.8555,1.5
-128.34103,161.85036,1.5
-157.41605,161.86552,1.5
-182.49104,161.85379,1.5
-207.36604,161.86055,1.5
