-144.0,-38.077168,1.5
-144.0,-46.82327,1.5
-144.0,-59.751152,1.5
-144.0,-74.26811,1.5
-144.0,-90.0,1.5
-144.0,-90.0,1.5
-139.343,-58.015656,1.5
-128.882,-35.980125,1.5
-112.338005,-18.829432,1.5
-89.90501,-6.755717,1.5
-64.88001,0.3516388,1.5
-39.880013,2.4495692,1.5
-18.980013,0.3651594,1.5
10.1199875,-8.354365,1.5
35.044987,-21.20883,1.5
60.144985,-39.178925,1.5
85.069984,-62.008316,1.5
110.094986,-90.0,1.5
135.11998,-90.0,1.5
160.09499,-90.0,1.5
180.94498,-90.0,1.5
205.96997,-90.0,1.5
230.94496,-70.81357,1.5
260.06995,-42.63766,1.5
285.06992,-23.864616,1.5
310.14493,-10.059103,1.5
335.04492,-1.3242289,1.5
355.89493,2.172445,1.5
380.8949,1.7798836,1.5
405.4449,-3.5955331,1.5
421.32983,-14.004316,1.5
429.7753,-29.469477,1.5
434.23346,-36.0,1.5
436.8794,-36.0,1.5
441.97083,-36.0,1.5
453.10394,-21.570906,1.5
470.15335,3.7694502,1.5
488.9925,21.14817,1.5
514.4923,39.665504,1.5
524.5698,48.687542,1.5
532.15283,55.468765,1.5
535.00134,56.156643,1.5
537.14465,51.285,1.5
537.6797,41.680565,1.5
538.6717,27.083603,1.5
544.87225,7.464031,1.5
549.30994,-12.788387,1.5
552.6183,-46.224026,1.5
556.934,-38.32505,1.5
565.1689,-18.05822,1.5
580.397,1.4627812,1.5
598.78687,16.11577,1.5
609.4985,25.782082,1.5
615.8163,30.713228,1.5
618.52985,29.52129,1.5
621.7358,24.711466,1.5
631.0355,14.407701,1.5
646.3954,-0.96572757,1.5
667.76526,-21.359419,1.5
692.8392,-1.71417,1.5
721.88916,25.377523,1.5
746.8642,43.27065,1.5
756.168,54.385864,1.5
761.97314,64.086784,1.5
771.13513,66.87051,1.5
791.0131,64.91288,1.5
814.35504,57.802727,1.5
836.325,54.0,1.5
865.575,54.0,1.5
885.13873,53.863876,1.5
900.0,48.99455,1.5
899.838,39.457592,1.5
896.51697,27.637619,1.5
884.88794,5.3232527,1.5
880.33704,0.000000059604645,1.5
874.51807,0.00000044703484,1.5
859.35706,-0.00000020861626,1.5
843.6451,-0.000000014901161,1.5
819.65,-0.00000008940697,1.5
794.55005,-1.3987854,1.5
792.0,-9.163851,1.5
793.66296,-21.275791,1.5
801.15607,-38.367607,1.5
814.62805,-54.0,1.5
834.0941,-54.0,1.5
858.6382,-54.0,1.5
883.6882,-54.142803,1.5
900.0,-56.905354,1.5
900.0,-64.89949,1.5
899.006,-80.36253,1.5
894.0109,-95.66847,1.5
880.0209,-108.0,1.5
861.4998,-108.0,1.5
845.50604,-108.0,1.5
840.0141,-108.0,1.5
828.5491,-108.0,1.5
815.64044,-108.0,1.5
804.82355,-110.01769,1.5
800.8634,-115.514885,1.5
801.643,-129.03699,1.5
808.8252,-146.08884,1.5
821.9853,-162.0,1.5
841.15314,-162.0,1.5
861.26324,-162.0,1.5
886.46326,-162.0,1.5
915.5132,-162.0,1.5
940.5132,-162.0,1.5
961.3132,-162.0,1.5
990.4883,-152.1096,1.5
1011.41327,-129.77518,1.5
1036.3633,-107.720535,1.5
1065.5383,-88.24857,1.5
1090.5635,-76.972176,1.5
1115.5386,-72.13944,1.5
1140.5635,-75.89794,1.5
1165.5386,-84.64315,1.5
1190.5636,-98.41184,1.5
1215.5387,-117.14717,1.5
1240.4135,-140.76582,1.5
1265.5636,-162.0,1.5
1290.5251,-162.0,1.5
1315.5753,-134.04384,1.5
1340.5754,-111.1458,1.5
1365.5255,-93.27749,1.5
1386.3005,-82.19874,1.5
